date,brand,Product Line,size,presentation,sales
3/8/2022,Producto 22,Punch,1,Can,$2.49 
3/8/2022,Producto 6,Ale,6,Bottle,"$2,952.29 "
3/8/2022,Producto 17,Variety,12,Can,$758.52 
3/8/2022,Producto 9,Main,12,Bottle,"$2,914.18 "
3/8/2022,Producto 2,Main,1,Can,$173.21 
3/8/2022,Producto 23,Light,6,Can,"$1,218.26 "
3/8/2022,Producto 14,lager,6,Bottle,"$1,855.53 "
3/8/2022,Producto 18,Variety,6,Bottle,$41.63 
3/8/2022,Producto 1,Light,12,Can,$191.88 
3/8/2022,Producto 4,IPA,18,Can,$319.84 
3/8/2022,Producto 12,IPA,6,Bottle,$1.75 
3/8/2022,Producto 5,Variety,12,Bottle,"$2,586.58 "
3/8/2022,Producto 11,lager,18,Can,$99.95 
3/8/2022,Producto 7,Main,12,Can,"$1,037.38 "
3/8/2022,Producto 3,lager,1,Bottle,$52.29 
3/8/2022,Producto 10,lager,12,Bottle,$610.60 
4/8/2022,Producto 6,Ale,6,Bottle,"$3,616.12 "
4/8/2022,Producto 5,Variety,12,Bottle,"$3,020.88 "
4/8/2022,Producto 2,Main,1,Can,$126.34 
4/8/2022,Producto 19,lager,1,Can,$14.99 
4/8/2022,Producto 14,lager,6,Bottle,"$2,358.71 "
4/8/2022,Producto 23,Light,6,Can,"$1,332.62 "
4/8/2022,Producto 10,lager,12,Bottle,$637.59 
4/8/2022,Producto 4,IPA,18,Can,$219.89 
4/8/2022,Producto 7,Main,12,Can,"$1,386.66 "
4/8/2022,Producto 3,lager,1,Bottle,$39.84 
4/8/2022,Producto 11,lager,18,Can,$139.93 
4/8/2022,Producto 16,Variety,6,Can,$10.99 
4/8/2022,Producto 1,Light,12,Can,$229.86 
4/8/2022,Producto 17,Variety,12,Can,$709.56 
4/8/2022,Producto 18,Variety,6,Bottle,$27.97 
4/8/2022,Producto 9,Main,12,Bottle,"$2,600.99 "
5/8/2022,Producto 17,Variety,12,Can,$779.52 
5/8/2022,Producto 18,Variety,6,Bottle,$48.95 
5/8/2022,Producto 9,Main,12,Bottle,"$5,440.66 "
5/8/2022,Producto 12,IPA,6,Bottle,$9.99 
5/8/2022,Producto 6,Ale,6,Bottle,"$5,268.63 "
5/8/2022,Producto 5,Variety,12,Bottle,"$4,844.56 "
5/8/2022,Producto 7,Main,12,Can,"$1,917.84 "
5/8/2022,Producto 3,lager,1,Bottle,$109.56 
5/8/2022,Producto 2,Main,1,Can,$165.72 
5/8/2022,Producto 22,Punch,1,Can,$2.49 
5/8/2022,Producto 10,lager,12,Bottle,"$1,227.21 "
5/8/2022,Producto 14,lager,6,Bottle,"$3,461.53 "
5/8/2022,Producto 23,Light,6,Can,"$2,377.40 "
5/8/2022,Producto 4,IPA,18,Can,$399.80 
5/8/2022,Producto 1,Light,12,Can,$427.72 
5/8/2022,Producto 11,lager,18,Can,$219.89 
6/8/2022,Producto 23,Light,6,Can,"$2,562.08 "
6/8/2022,Producto 10,lager,12,Bottle,"$1,224.22 "
6/8/2022,Producto 5,Variety,12,Bottle,"$5,304.32 "
6/8/2022,Producto 14,lager,6,Bottle,"$4,032.38 "
6/8/2022,Producto 4,IPA,18,Can,$539.73 
6/8/2022,Producto 6,Ale,6,Bottle,"$6,423.08 "
6/8/2022,Producto 9,Main,12,Bottle,"$5,648.93 "
6/8/2022,Producto 12,IPA,6,Bottle,$1.75 
6/8/2022,Producto 11,lager,18,Can,$239.88 
6/8/2022,Producto 17,Variety,12,Can,"$1,380.13 "
6/8/2022,Producto 3,lager,1,Bottle,$97.11 
6/8/2022,Producto 7,Main,12,Can,"$2,090.25 "
6/8/2022,Producto 2,Main,1,Can,$168.71 
6/8/2022,Producto 18,Variety,6,Bottle,$71.60 
6/8/2022,Producto 1,Light,12,Can,$422.73 
7/8/2022,Producto 22,Punch,1,Can,$2.49 
7/8/2022,Producto 1,Light,12,Can,$331.80 
7/8/2022,Producto 7,Main,12,Can,"$1,546.08 "
7/8/2022,Producto 17,Variety,12,Can,$780.51 
7/8/2022,Producto 4,IPA,18,Can,$579.71 
7/8/2022,Producto 3,lager,1,Bottle,$54.78 
7/8/2022,Producto 14,lager,6,Bottle,"$3,012.30 "
7/8/2022,Producto 9,Main,12,Bottle,"$3,753.49 "
7/8/2022,Producto 10,lager,12,Bottle,$860.45 
7/8/2022,Producto 5,Variety,12,Bottle,"$3,972.11 "
7/8/2022,Producto 11,lager,18,Can,$119.94 
7/8/2022,Producto 6,Ale,6,Bottle,"$4,864.59 "
7/8/2022,Producto 23,Light,6,Can,"$2,042.62 "
7/8/2022,Producto 2,Main,1,Can,$159.72 
7/8/2022,Producto 16,Variety,6,Can,$9.99 
7/8/2022,Producto 18,Variety,6,Bottle,$29.97 
8/8/2022,Producto 7,Main,12,Can,"$1,079.85 "
8/8/2022,Producto 14,lager,6,Bottle,"$2,128.08 "
8/8/2022,Producto 23,Light,6,Can,"$1,087.87 "
8/8/2022,Producto 1,Light,12,Can,$280.83 
8/8/2022,Producto 6,Ale,6,Bottle,"$2,508.58 "
8/8/2022,Producto 18,Variety,6,Bottle,$38.96 
8/8/2022,Producto 10,lager,12,Bottle,$529.67 
8/8/2022,Producto 22,Punch,1,Can,$4.98 
8/8/2022,Producto 5,Variety,12,Bottle,"$2,511.41 "
8/8/2022,Producto 2,Main,1,Can,$185.99 
8/8/2022,Producto 11,lager,18,Can,$179.91 
8/8/2022,Producto 9,Main,12,Bottle,"$2,652.17 "
8/8/2022,Producto 17,Variety,12,Can,$524.67 
8/8/2022,Producto 3,lager,1,Bottle,$79.68 
8/8/2022,Producto 4,IPA,18,Can,$279.86 
9/8/2022,Producto 7,Main,12,Can,$572.66 
9/8/2022,Producto 23,Light,6,Can,"$1,131.69 "
9/8/2022,Producto 14,lager,6,Bottle,"$1,831.44 "
9/8/2022,Producto 3,lager,1,Bottle,$39.84 
9/8/2022,Producto 9,Main,12,Bottle,"$2,333.14 "
9/8/2022,Producto 5,Variety,12,Bottle,"$2,475.43 "
9/8/2022,Producto 2,Main,1,Can,$219.03 
9/8/2022,Producto 1,Light,12,Can,$238.85 
9/8/2022,Producto 10,lager,12,Bottle,$658.59 
9/8/2022,Producto 4,IPA,18,Can,$399.80 
9/8/2022,Producto 17,Variety,12,Can,$551.66 
9/8/2022,Producto 20,IPA,6,Bottle,$10.49 
9/8/2022,Producto 6,Ale,6,Bottle,"$2,621.76 "
9/8/2022,Producto 18,Variety,6,Bottle,$22.98 
9/8/2022,Producto 12,IPA,6,Bottle,$1.75 
9/8/2022,Producto 11,lager,18,Can,$39.98 
10/8/2022,Producto 5,Variety,12,Bottle,"$1,952.83 "
10/8/2022,Producto 1,Light,12,Can,$67.96 
10/8/2022,Producto 10,lager,12,Bottle,$406.76 
10/8/2022,Producto 7,Main,12,Can,$945.93 
10/8/2022,Producto 3,lager,1,Bottle,$84.66 
10/8/2022,Producto 14,lager,6,Bottle,"$2,121.15 "
10/8/2022,Producto 18,Variety,6,Bottle,$29.97 
10/8/2022,Producto 23,Light,6,Can,"$1,229.73 "
10/8/2022,Producto 11,lager,18,Can,$159.92 
10/8/2022,Producto 2,Main,1,Can,$182.82 
10/8/2022,Producto 17,Variety,12,Can,$414.75 
10/8/2022,Producto 6,Ale,6,Bottle,"$2,733.40 "
10/8/2022,Producto 4,IPA,18,Can,$319.84 
10/8/2022,Producto 9,Main,12,Bottle,"$2,561.66 "
10/8/2022,Producto 19,lager,1,Can,$31.98 
11/8/2022,Producto 1,Light,12,Can,$203.88 
11/8/2022,Producto 18,Variety,6,Bottle,$35.97 
11/8/2022,Producto 10,lager,12,Bottle,$729.57 
11/8/2022,Producto 2,Main,1,Can,$186.38 
11/8/2022,Producto 3,lager,1,Bottle,$57.27 
11/8/2022,Producto 9,Main,12,Bottle,"$3,161.59 "
11/8/2022,Producto 11,lager,18,Can,$279.86 
11/8/2022,Producto 4,IPA,18,Can,$459.77 
11/8/2022,Producto 23,Light,6,Can,"$1,314.01 "
11/8/2022,Producto 5,Variety,12,Bottle,"$2,813.21 "
11/8/2022,Producto 6,Ale,6,Bottle,"$3,232.79 "
11/8/2022,Producto 14,lager,6,Bottle,"$2,267.87 "
11/8/2022,Producto 7,Main,12,Can,"$1,220.77 "
11/8/2022,Producto 17,Variety,12,Can,$643.61 
11/8/2022,Producto 16,Variety,6,Can,$3.33 
12/8/2022,Producto 16,Variety,6,Can,$9.99 
12/8/2022,Producto 12,IPA,6,Bottle,$9.99 
12/8/2022,Producto 11,lager,18,Can,$259.87 
12/8/2022,Producto 5,Variety,12,Bottle,"$4,418.94 "
12/8/2022,Producto 18,Variety,6,Bottle,$25.98 
12/8/2022,Producto 10,lager,12,Bottle,$688.59 
12/8/2022,Producto 4,IPA,18,Can,$579.71 
12/8/2022,Producto 14,lager,6,Bottle,"$3,092.29 "
12/8/2022,Producto 3,lager,1,Bottle,$99.60 
12/8/2022,Producto 9,Main,12,Bottle,"$5,225.06 "
12/8/2022,Producto 2,Main,1,Can,$209.13 
12/8/2022,Producto 17,Variety,12,Can,"$1,001.39 "
12/8/2022,Producto 6,Ale,6,Bottle,"$5,642.32 "
12/8/2022,Producto 23,Light,6,Can,"$2,210.91 "
12/8/2022,Producto 7,Main,12,Can,"$1,826.01 "
12/8/2022,Producto 1,Light,12,Can,$288.83 
13/08/2022,Producto 5,Variety,12,Bottle,"$5,190.29 "
13/08/2022,Producto 1,Light,12,Can,$356.79 
13/08/2022,Producto 3,lager,1,Bottle,$84.66 
13/08/2022,Producto 6,Ale,6,Bottle,"$6,136.29 "
13/08/2022,Producto 16,Variety,6,Can,$19.98 
13/08/2022,Producto 17,Variety,12,Can,"$1,124.31 "
13/08/2022,Producto 18,Variety,6,Bottle,$20.98 
13/08/2022,Producto 4,IPA,18,Can,$859.57 
13/08/2022,Producto 7,Main,12,Can,"$2,429.56 "
13/08/2022,Producto 14,lager,6,Bottle,"$4,108.19 "
13/08/2022,Producto 23,Light,6,Can,"$2,193.93 "
13/08/2022,Producto 9,Main,12,Bottle,"$5,523.10 "
13/08/2022,Producto 11,lager,18,Can,$119.94 
13/08/2022,Producto 10,lager,12,Bottle,"$1,430.15 "
13/08/2022,Producto 2,Main,1,Can,$271.10 
14/08/2022,Producto 4,IPA,18,Can,$539.73 
14/08/2022,Producto 16,Variety,6,Can,$9.49 
14/08/2022,Producto 9,Main,12,Bottle,"$3,082.95 "
14/08/2022,Producto 2,Main,1,Can,$194.82 
14/08/2022,Producto 18,Variety,6,Bottle,$14.29 
14/08/2022,Producto 6,Ale,6,Bottle,"$4,348.98 "
14/08/2022,Producto 3,lager,1,Bottle,$72.21 
14/08/2022,Producto 7,Main,12,Can,"$1,223.27 "
14/08/2022,Producto 5,Variety,12,Bottle,"$3,483.32 "
14/08/2022,Producto 23,Light,6,Can,"$1,944.84 "
14/08/2022,Producto 11,lager,18,Can,$139.93 
14/08/2022,Producto 1,Light,12,Can,$152.91 
14/08/2022,Producto 22,Punch,1,Can,$4.98 
14/08/2022,Producto 17,Variety,12,Can,$613.63 
14/08/2022,Producto 10,lager,12,Bottle,$625.63 
14/08/2022,Producto 14,lager,6,Bottle,"$2,892.79 "
15/08/2022,Producto 11,lager,18,Can,$99.95 
15/08/2022,Producto 10,lager,12,Bottle,$553.67 
15/08/2022,Producto 5,Variety,12,Bottle,"$1,618.22 "
15/08/2022,Producto 6,Ale,6,Bottle,"$2,710.44 "
15/08/2022,Producto 3,lager,1,Bottle,$37.35 
15/08/2022,Producto 18,Variety,6,Bottle,$41.96 
15/08/2022,Producto 1,Light,12,Can,$237.86 
15/08/2022,Producto 14,lager,6,Bottle,"$1,811.76 "
15/08/2022,Producto 7,Main,12,Can,$675.59 
15/08/2022,Producto 17,Variety,12,Can,$280.83 
15/08/2022,Producto 9,Main,12,Bottle,"$2,276.63 "
15/08/2022,Producto 23,Light,6,Can,"$1,211.44 "
15/08/2022,Producto 4,IPA,18,Can,$239.88 
15/08/2022,Producto 2,Main,1,Can,$205.13 
16/08/2022,Producto 9,Main,12,Bottle,"$2,297.62 "
16/08/2022,Producto 11,lager,18,Can,$99.95 
16/08/2022,Producto 3,lager,1,Bottle,$47.31 
16/08/2022,Producto 2,Main,1,Can,$168.51 
16/08/2022,Producto 7,Main,12,Can,$883.08 
16/08/2022,Producto 17,Variety,12,Can,$574.65 
16/08/2022,Producto 1,Light,12,Can,$135.92 
16/08/2022,Producto 6,Ale,6,Bottle,"$2,867.71 "
16/08/2022,Producto 10,lager,12,Bottle,$506.70 
16/08/2022,Producto 4,IPA,18,Can,$239.88 
16/08/2022,Producto 5,Variety,12,Bottle,"$2,108.73 "
16/08/2022,Producto 18,Variety,6,Bottle,$28.97 
16/08/2022,Producto 23,Light,6,Can,"$1,161.09 "
16/08/2022,Producto 14,lager,6,Bottle,"$1,879.03 "
17/08/2022,Producto 7,Main,12,Can,$885.47 
17/08/2022,Producto 3,lager,1,Bottle,$44.82 
17/08/2022,Producto 2,Main,1,Can,$199.09 
17/08/2022,Producto 9,Main,12,Bottle,"$2,943.32 "
17/08/2022,Producto 6,Ale,6,Bottle,"$2,964.77 "
17/08/2022,Producto 17,Variety,12,Can,$500.67 
17/08/2022,Producto 16,Variety,6,Can,$9.49 
17/08/2022,Producto 18,Variety,6,Bottle,$11.66 
17/08/2022,Producto 23,Light,6,Can,"$1,332.14 "
17/08/2022,Producto 1,Light,12,Can,$218.85 
17/08/2022,Producto 10,lager,12,Bottle,$955.34 
17/08/2022,Producto 5,Variety,12,Bottle,"$2,628.68 "
17/08/2022,Producto 4,IPA,18,Can,$339.83 
17/08/2022,Producto 14,lager,6,Bottle,"$2,018.87 "
17/08/2022,Producto 11,lager,18,Can,$139.93 
18/08/2022,Producto 6,Ale,6,Bottle,"$3,576.46 "
18/08/2022,Producto 11,lager,18,Can,$99.95 
18/08/2022,Producto 5,Variety,12,Bottle,"$3,391.12 "
18/08/2022,Producto 4,IPA,18,Can,$359.82 
18/08/2022,Producto 7,Main,12,Can,"$1,395.75 "
18/08/2022,Producto 1,Light,12,Can,$179.88 
18/08/2022,Producto 14,lager,6,Bottle,"$2,176.42 "
18/08/2022,Producto 10,lager,12,Bottle,$668.53 
18/08/2022,Producto 23,Light,6,Can,"$1,222.09 "
18/08/2022,Producto 9,Main,12,Bottle,"$3,116.22 "
18/08/2022,Producto 2,Main,1,Can,$225.44 
18/08/2022,Producto 17,Variety,12,Can,$628.59 
18/08/2022,Producto 3,lager,1,Bottle,$49.80 
19/08/2022,Producto 17,Variety,12,Can,"$1,427.06 "
19/08/2022,Producto 2,Main,1,Can,$242.48 
19/08/2022,Producto 1,Light,12,Can,$333.78 
19/08/2022,Producto 14,lager,6,Bottle,"$3,296.09 "
19/08/2022,Producto 7,Main,12,Can,"$2,175.77 "
19/08/2022,Producto 3,lager,1,Bottle,$49.80 
19/08/2022,Producto 9,Main,12,Bottle,"$4,822.53 "
19/08/2022,Producto 23,Light,6,Can,"$1,698.59 "
19/08/2022,Producto 11,lager,18,Can,$179.91 
19/08/2022,Producto 5,Variety,12,Bottle,"$5,210.83 "
19/08/2022,Producto 10,lager,12,Bottle,"$1,094.25 "
19/08/2022,Producto 18,Variety,6,Bottle,$50.95 
19/08/2022,Producto 6,Ale,6,Bottle,"$4,939.56 "
19/08/2022,Producto 4,IPA,18,Can,$699.65 
20/08/2022,Producto 23,Light,6,Can,"$2,156.16 "
20/08/2022,Producto 5,Variety,12,Bottle,"$5,998.53 "
20/08/2022,Producto 2,Main,1,Can,$268.63 
20/08/2022,Producto 1,Light,12,Can,$249.82 
20/08/2022,Producto 17,Variety,12,Can,"$1,086.29 "
20/08/2022,Producto 3,lager,1,Bottle,$47.31 
20/08/2022,Producto 14,lager,6,Bottle,"$3,812.49 "
20/08/2022,Producto 11,lager,18,Can,$259.87 
20/08/2022,Producto 7,Main,12,Can,"$2,287.62 "
20/08/2022,Producto 10,lager,12,Bottle,"$1,409.03 "
20/08/2022,Producto 6,Ale,6,Bottle,"$6,111.24 "
20/08/2022,Producto 18,Variety,6,Bottle,$19.98 
20/08/2022,Producto 9,Main,12,Bottle,"$5,761.39 "
20/08/2022,Producto 4,IPA,18,Can,$619.69 
21/08/2022,Producto 9,Main,12,Bottle,"$3,988.70 "
21/08/2022,Producto 12,IPA,6,Bottle,$1.75 
21/08/2022,Producto 10,lager,12,Bottle,"$1,002.34 "
21/08/2022,Producto 17,Variety,12,Can,"$1,097.26 "
21/08/2022,Producto 7,Main,12,Can,"$1,353.18 "
21/08/2022,Producto 6,Ale,6,Bottle,"$4,394.15 "
21/08/2022,Producto 1,Light,12,Can,$280.83 
21/08/2022,Producto 3,lager,1,Bottle,$44.82 
21/08/2022,Producto 5,Variety,12,Bottle,"$3,874.11 "
21/08/2022,Producto 23,Light,6,Can,"$1,808.02 "
21/08/2022,Producto 14,lager,6,Bottle,"$2,738.66 "
21/08/2022,Producto 2,Main,1,Can,$172.91 
21/08/2022,Producto 4,IPA,18,Can,$339.83 
21/08/2022,Producto 18,Variety,6,Bottle,$39.96 
21/08/2022,Producto 11,lager,18,Can,$99.95 
22/08/2022,Producto 17,Variety,12,Can,$462.69 
22/08/2022,Producto 4,IPA,18,Can,$279.86 
22/08/2022,Producto 3,lager,1,Bottle,$34.86 
22/08/2022,Producto 1,Light,12,Can,$114.93 
22/08/2022,Producto 23,Light,6,Can,"$1,013.32 "
22/08/2022,Producto 14,lager,6,Bottle,"$1,750.84 "
22/08/2022,Producto 11,lager,18,Can,$139.93 
22/08/2022,Producto 6,Ale,6,Bottle,"$2,470.75 "
22/08/2022,Producto 7,Main,12,Can,$981.92 
22/08/2022,Producto 2,Main,1,Can,$181.14 
22/08/2022,Producto 9,Main,12,Bottle,"$2,493.01 "
22/08/2022,Producto 5,Variety,12,Bottle,"$2,393.94 "
22/08/2022,Producto 10,lager,12,Bottle,$566.59 
22/08/2022,Producto 18,Variety,6,Bottle,$19.98 
23/08/2022,Producto 10,lager,12,Bottle,$846.40 
23/08/2022,Producto 19,lager,1,Can,$14.99 
23/08/2022,Producto 12,IPA,6,Bottle,$1.75 
23/08/2022,Producto 5,Variety,12,Bottle,"$2,073.04 "
23/08/2022,Producto 3,lager,1,Bottle,$49.80 
23/08/2022,Producto 9,Main,12,Bottle,"$2,402.83 "
23/08/2022,Producto 7,Main,12,Can,$928.94 
23/08/2022,Producto 18,Variety,6,Bottle,$31.64 
23/08/2022,Producto 23,Light,6,Can,"$1,206.45 "
23/08/2022,Producto 16,Variety,6,Can,$9.49 
23/08/2022,Producto 2,Main,1,Can,$171.02 
23/08/2022,Producto 4,IPA,18,Can,$259.87 
23/08/2022,Producto 6,Ale,6,Bottle,"$2,341.53 "
23/08/2022,Producto 17,Variety,12,Can,$391.74 
23/08/2022,Producto 14,lager,6,Bottle,"$1,667.25 "
23/08/2022,Producto 11,lager,18,Can,$99.95 
23/08/2022,Producto 1,Light,12,Can,$119.92 
24/08/2022,Producto 14,lager,6,Bottle,"$2,123.80 "
24/08/2022,Producto 23,Light,6,Can,"$1,247.73 "
24/08/2022,Producto 9,Main,12,Bottle,"$2,532.46 "
24/08/2022,Producto 7,Main,12,Can,$909.55 
24/08/2022,Producto 18,Variety,6,Bottle,$9.99 
24/08/2022,Producto 11,lager,18,Can,$139.93 
24/08/2022,Producto 6,Ale,6,Bottle,"$2,999.51 "
24/08/2022,Producto 4,IPA,18,Can,$239.88 
24/08/2022,Producto 3,lager,1,Bottle,$49.80 
24/08/2022,Producto 1,Light,12,Can,$135.92 
24/08/2022,Producto 2,Main,1,Can,$179.21 
24/08/2022,Producto 17,Variety,12,Can,$618.62 
24/08/2022,Producto 5,Variety,12,Bottle,"$1,805.90 "
24/08/2022,Producto 10,lager,12,Bottle,$405.76 
25/08/2022,Producto 11,lager,18,Can,$79.96 
25/08/2022,Producto 17,Variety,12,Can,$725.56 
25/08/2022,Producto 7,Main,12,Can,"$1,452.62 "
25/08/2022,Producto 2,Main,1,Can,$222.82 
25/08/2022,Producto 4,IPA,18,Can,$479.76 
25/08/2022,Producto 23,Light,6,Can,"$1,296.69 "
25/08/2022,Producto 5,Variety,12,Bottle,"$2,510.46 "
25/08/2022,Producto 18,Variety,6,Bottle,$28.97 
25/08/2022,Producto 14,lager,6,Bottle,"$2,647.70 "
25/08/2022,Producto 6,Ale,6,Bottle,"$3,195.45 "
25/08/2022,Producto 3,lager,1,Bottle,$37.35 
25/08/2022,Producto 1,Light,12,Can,$84.95 
25/08/2022,Producto 10,lager,12,Bottle,$553.67 
25/08/2022,Producto 9,Main,12,Bottle,"$2,997.16 "
26/08/2022,Producto 3,lager,1,Bottle,$54.78 
26/08/2022,Producto 14,lager,6,Bottle,"$2,900.13 "
26/08/2022,Producto 5,Variety,12,Bottle,"$4,090.52 "
26/08/2022,Producto 2,Main,1,Can,$306.75 
26/08/2022,Producto 10,lager,12,Bottle,$940.43 
26/08/2022,Producto 7,Main,12,Can,"$2,334.62 "
26/08/2022,Producto 18,Variety,6,Bottle,$31.97 
26/08/2022,Producto 9,Main,12,Bottle,"$4,853.01 "
26/08/2022,Producto 1,Light,12,Can,$220.87 
26/08/2022,Producto 23,Light,6,Can,"$1,996.32 "
26/08/2022,Producto 4,IPA,18,Can,$599.70 
26/08/2022,Producto 6,Ale,6,Bottle,"$4,778.80 "
26/08/2022,Producto 11,lager,18,Can,$259.87 
26/08/2022,Producto 17,Variety,12,Can,"$1,303.21 "
27/08/2022,Producto 23,Light,6,Can,"$2,050.58 "
27/08/2022,Producto 18,Variety,6,Bottle,$39.96 
27/08/2022,Producto 4,IPA,18,Can,$659.67 
27/08/2022,Producto 1,Light,12,Can,$322.81 
27/08/2022,Producto 7,Main,12,Can,"$2,183.70 "
27/08/2022,Producto 14,lager,6,Bottle,"$3,610.23 "
27/08/2022,Producto 10,lager,12,Bottle,"$1,184.30 "
27/08/2022,Producto 17,Variety,12,Can,"$1,333.20 "
27/08/2022,Producto 9,Main,12,Bottle,"$4,892.02 "
27/08/2022,Producto 2,Main,1,Can,$299.98 
27/08/2022,Producto 3,lager,1,Bottle,$54.78 
27/08/2022,Producto 11,lager,18,Can,$219.89 
27/08/2022,Producto 6,Ale,6,Bottle,"$6,136.73 "
27/08/2022,Producto 5,Variety,12,Bottle,"$4,383.34 "
28/08/2022,Producto 23,Light,6,Can,"$1,555.76 "
28/08/2022,Producto 7,Main,12,Can,"$1,400.16 "
28/08/2022,Producto 10,lager,12,Bottle,$674.60 
28/08/2022,Producto 19,lager,1,Can,$33.98 
28/08/2022,Producto 5,Variety,12,Bottle,"$3,047.14 "
28/08/2022,Producto 14,lager,6,Bottle,"$2,678.19 "
28/08/2022,Producto 3,lager,1,Bottle,$24.90 
28/08/2022,Producto 17,Variety,12,Can,$731.56 
28/08/2022,Producto 11,lager,18,Can,$59.97 
28/08/2022,Producto 9,Main,12,Bottle,"$3,241.62 "
28/08/2022,Producto 18,Variety,6,Bottle,$28.97 
28/08/2022,Producto 2,Main,1,Can,$229.72 
28/08/2022,Producto 12,IPA,6,Bottle,$1.75 
28/08/2022,Producto 4,IPA,18,Can,$159.92 
28/08/2022,Producto 1,Light,12,Can,$271.84 
28/08/2022,Producto 6,Ale,6,Bottle,"$4,239.20 "
29/08/2022,Producto 9,Main,12,Bottle,"$1,902.83 "
29/08/2022,Producto 6,Ale,6,Bottle,"$2,521.55 "
29/08/2022,Producto 10,lager,12,Bottle,$619.62 
29/08/2022,Producto 11,lager,18,Can,$119.94 
29/08/2022,Producto 5,Variety,12,Bottle,"$1,648.99 "
29/08/2022,Producto 17,Variety,12,Can,$547.67 
29/08/2022,Producto 4,IPA,18,Can,$224.89 
29/08/2022,Producto 1,Light,12,Can,$67.96 
29/08/2022,Producto 2,Main,1,Can,$177.13 
29/08/2022,Producto 3,lager,1,Bottle,$34.86 
29/08/2022,Producto 23,Light,6,Can,"$1,143.18 "
29/08/2022,Producto 7,Main,12,Can,$668.10 
29/08/2022,Producto 18,Variety,6,Bottle,$66.93 
29/08/2022,Producto 14,lager,6,Bottle,"$1,835.23 "
30/08/2022,Producto 6,Ale,6,Bottle,"$2,635.90 "
30/08/2022,Producto 14,lager,6,Bottle,"$1,870.38 "
30/08/2022,Producto 11,lager,18,Can,$19.99 
30/08/2022,Producto 10,lager,12,Bottle,$428.75 
30/08/2022,Producto 23,Light,6,Can,"$1,406.76 "
30/08/2022,Producto 4,IPA,18,Can,$199.90 
30/08/2022,Producto 2,Main,1,Can,$166.79 
30/08/2022,Producto 5,Variety,12,Bottle,"$1,574.04 "
30/08/2022,Producto 7,Main,12,Can,$944.43 
30/08/2022,Producto 17,Variety,12,Can,$562.66 
30/08/2022,Producto 3,lager,1,Bottle,$32.37 
30/08/2022,Producto 1,Light,12,Can,$135.92 
30/08/2022,Producto 9,Main,12,Bottle,"$2,379.55 "
31/08/2022,Producto 17,Variety,12,Can,$989.30 
31/08/2022,Producto 23,Light,6,Can,"$1,316.16 "
31/08/2022,Producto 9,Main,12,Bottle,"$3,096.67 "
31/08/2022,Producto 14,lager,6,Bottle,"$1,884.03 "
31/08/2022,Producto 11,lager,18,Can,$119.94 
31/08/2022,Producto 2,Main,1,Can,$189.87 
31/08/2022,Producto 10,lager,12,Bottle,"$1,256.07 "
31/08/2022,Producto 6,Ale,6,Bottle,"$3,047.17 "
31/08/2022,Producto 18,Variety,6,Bottle,$59.94 
31/08/2022,Producto 4,IPA,18,Can,$279.86 
31/08/2022,Producto 5,Variety,12,Bottle,"$3,010.84 "
31/08/2022,Producto 1,Light,12,Can,$151.90 
31/08/2022,Producto 3,lager,1,Bottle,$47.31 
31/08/2022,Producto 7,Main,12,Can,"$1,417.64 "
1/9/2022,Producto 23,Light,6,Can,"$1,567.41 "
1/9/2022,Producto 19,lager,1,Can,$15.99 
1/9/2022,Producto 2,Main,1,Can,$199.10 
1/9/2022,Producto 14,lager,6,Bottle,"$2,656.23 "
1/9/2022,Producto 5,Variety,12,Bottle,"$4,323.35 "
1/9/2022,Producto 12,IPA,6,Bottle,$0.00 
1/9/2022,Producto 3,lager,1,Bottle,$54.78 
1/9/2022,Producto 11,lager,18,Can,$139.93 
1/9/2022,Producto 9,Main,12,Bottle,"$3,923.31 "
1/9/2022,Producto 4,IPA,18,Can,$359.82 
1/9/2022,Producto 1,Light,12,Can,$161.88 
1/9/2022,Producto 17,Variety,12,Can,"$1,205.16 "
1/9/2022,Producto 7,Main,12,Can,"$1,963.30 "
1/9/2022,Producto 6,Ale,6,Bottle,"$3,644.88 "
1/9/2022,Producto 10,lager,12,Bottle,"$1,379.95 "
1/9/2022,Producto 18,Variety,6,Bottle,$54.94 
2/9/2022,Producto 23,Light,6,Can,"$2,453.18 "
2/9/2022,Producto 2,Main,1,Can,$300.46 
2/9/2022,Producto 10,lager,12,Bottle,"$1,788.64 "
2/9/2022,Producto 6,Ale,6,Bottle,"$6,247.29 "
2/9/2022,Producto 5,Variety,12,Bottle,"$7,213.46 "
2/9/2022,Producto 11,lager,18,Can,$279.86 
2/9/2022,Producto 9,Main,12,Bottle,"$7,060.23 "
2/9/2022,Producto 3,lager,1,Bottle,$49.80 
2/9/2022,Producto 7,Main,12,Can,"$2,938.73 "
2/9/2022,Producto 18,Variety,6,Bottle,$19.98 
2/9/2022,Producto 4,IPA,18,Can,$599.70 
2/9/2022,Producto 14,lager,6,Bottle,"$3,570.88 "
2/9/2022,Producto 17,Variety,12,Can,"$1,778.76 "
2/9/2022,Producto 1,Light,12,Can,$413.70 
3/9/2022,Producto 3,lager,1,Bottle,$59.76 
3/9/2022,Producto 10,lager,12,Bottle,"$2,002.55 "
3/9/2022,Producto 16,Variety,6,Can,$9.49 
3/9/2022,Producto 9,Main,12,Bottle,"$6,983.36 "
