,date,brand,sales,Campaign,date_id
4785,2022-11-07,Producto 14,2298.65,Before,281
4786,2022-11-07,Producto 6,2944.51,Before,281
4787,2022-11-07,Producto 3,52.29,Before,281
4788,2022-11-07,Producto 10,406.76,Before,281
4789,2022-11-07,Producto 11,79.96,Before,281
4790,2022-11-07,Producto 17,335.8,Before,281
4791,2022-11-07,Producto 1,67.96,Before,281
4792,2022-11-07,Producto 2,177.18,Before,281
4793,2022-11-07,Producto 4,259.87,Before,281
4794,2022-11-07,Producto 18,19.98,Before,281
4795,2022-11-07,Producto 23,1182.29,Before,281
4796,2022-11-07,Producto 5,1968.61,Before,281
4797,2022-11-07,Producto 9,2579.44,Before,281
4798,2022-11-07,Producto 7,1065.86,Before,281
4799,2022-11-07,Producto 22,2.49,Before,281
4800,2022-11-07,Producto 16,29.97,Before,281
4801,2022-12-07,Producto 11,99.95,Before,282
4802,2022-12-07,Producto 17,549.67,Before,282
4803,2022-12-07,Producto 9,1838.39,Before,282
4804,2022-12-07,Producto 2,187.63,Before,282
4805,2022-12-07,Producto 3,47.31,Before,282
4806,2022-12-07,Producto 23,921.31,Before,282
4807,2022-12-07,Producto 16,9.99,Before,282
4808,2022-12-07,Producto 4,99.95,Before,282
4809,2022-12-07,Producto 7,1022.89,Before,282
4810,2022-12-07,Producto 6,2768.67,Before,282
4811,2022-12-07,Producto 14,2171.56,Before,282
4812,2022-12-07,Producto 18,48.93,Before,282
4813,2022-12-07,Producto 5,1753.14,Before,282
4814,2022-12-07,Producto 1,33.98,Before,282
4815,2022-12-07,Producto 10,472.72,Before,282
4816,2022-07-13,Producto 14,2414.97,Before,283
4817,2022-07-13,Producto 1,42.97,Before,283
4818,2022-07-13,Producto 6,3295.21,Before,283
4819,2022-07-13,Producto 23,1107.86,Before,283
4820,2022-07-13,Producto 7,1086.84,Before,283
4821,2022-07-13,Producto 5,2416.4,Before,283
4822,2022-07-13,Producto 11,159.92,Before,283
4823,2022-07-13,Producto 2,224.44,Before,283
4824,2022-07-13,Producto 18,35.95,Before,283
4825,2022-07-13,Producto 17,765.48,Before,283
4826,2022-07-13,Producto 9,2628.5,Before,283
4827,2022-07-13,Producto 4,299.85,Before,283
4828,2022-07-13,Producto 10,587.6,Before,283
4829,2022-07-13,Producto 3,74.7,Before,283
4830,2022-07-13,Producto 22,4.98,Before,283
4831,2022-07-13,Producto 16,19.98,Before,283
4832,2022-07-14,Producto 1,96.93,Before,284
4833,2022-07-14,Producto 5,4170.19,Before,284
4834,2022-07-14,Producto 18,17.98,Before,284
4835,2022-07-14,Producto 2,238.92,Before,284
4836,2022-07-14,Producto 16,9.99,Before,284
4837,2022-07-14,Producto 4,299.85,Before,284
4838,2022-07-14,Producto 23,1285.71,Before,284
4839,2022-07-14,Producto 10,1050.26,Before,284
4840,2022-07-14,Producto 17,731.49,Before,284
4841,2022-07-14,Producto 11,119.94,Before,284
4842,2022-07-14,Producto 9,3544.51,Before,284
4843,2022-07-14,Producto 3,82.17,Before,284
4844,2022-07-14,Producto 14,2734.29,Before,284
4845,2022-07-14,Producto 22,2.49,Before,284
4846,2022-07-14,Producto 19,18.99,Before,284
4847,2022-07-14,Producto 7,1941.84,Before,284
4848,2022-07-14,Producto 6,3474.66,Before,284
4849,2022-07-15,Producto 3,54.78,Before,285
4850,2022-07-15,Producto 23,1924.7,Before,285
4851,2022-07-15,Producto 16,19.48,Before,285
4852,2022-07-15,Producto 9,5152.51,Before,285
4853,2022-07-15,Producto 12,9.99,Before,285
4854,2022-07-15,Producto 4,479.76,Before,285
4855,2022-07-15,Producto 6,6104.33,Before,285
4856,2022-07-15,Producto 17,1415.04,Before,285
4857,2022-07-15,Producto 7,2742.83,Before,285
4858,2022-07-15,Producto 22,7.47,Before,285
4859,2022-07-15,Producto 18,9.99,Before,285
4860,2022-07-15,Producto 10,1416.0,Before,285
4861,2022-07-15,Producto 14,3562.94,Before,285
4862,2022-07-15,Producto 11,139.93,Before,285
4863,2022-07-15,Producto 1,253.82,Before,285
4864,2022-07-15,Producto 2,302.34,Before,285
4865,2022-07-15,Producto 5,5652.53,Before,285
4866,2022-07-16,Producto 12,0.0,Before,286
4867,2022-07-16,Producto 5,6427.88,Before,286
4868,2022-07-16,Producto 1,268.81,Before,286
4869,2022-07-16,Producto 10,1707.8,Before,286
4870,2022-07-16,Producto 7,2473.52,Before,286
4871,2022-07-16,Producto 3,77.19,Before,286
4872,2022-07-16,Producto 11,179.91,Before,286
4873,2022-07-16,Producto 9,5755.71,Before,286
4874,2022-07-16,Producto 23,1999.99,Before,286
4875,2022-07-16,Producto 4,859.57,Before,286
4876,2022-07-16,Producto 14,3690.11,Before,286
4877,2022-07-16,Producto 18,37.46,Before,286
4878,2022-07-16,Producto 6,6157.07,Before,286
4879,2022-07-16,Producto 17,1379.08,Before,286
4880,2022-07-16,Producto 16,9.99,Before,286
4881,2022-07-16,Producto 2,306.27,Before,286
4882,2022-07-17,Producto 10,1178.16,Before,287
4883,2022-07-17,Producto 3,72.21,Before,287
4884,2022-07-17,Producto 9,3832.74,Before,287
4885,2022-07-17,Producto 14,3052.82,Before,287
4886,2022-07-17,Producto 1,178.87,Before,287
4887,2022-07-17,Producto 2,298.4,Before,287
4888,2022-07-17,Producto 5,4010.44,Before,287
4889,2022-07-17,Producto 16,9.99,Before,287
4890,2022-07-17,Producto 18,39.96,Before,287
4891,2022-07-17,Producto 6,4315.62,Before,287
4892,2022-07-17,Producto 23,1605.89,Before,287
4893,2022-07-17,Producto 11,179.91,Before,287
4894,2022-07-17,Producto 4,319.84,Before,287
4895,2022-07-17,Producto 7,1471.62,Before,287
4896,2022-07-17,Producto 17,889.4,Before,287
4897,2022-07-18,Producto 6,2727.08,Before,288
4898,2022-07-18,Producto 7,1135.3,Before,288
4899,2022-07-18,Producto 18,61.6,Before,288
4900,2022-07-18,Producto 1,141.9,Before,288
4901,2022-07-18,Producto 23,1023.8,Before,288
4902,2022-07-18,Producto 2,192.83,Before,288
4903,2022-07-18,Producto 12,1.75,Before,288
4904,2022-07-18,Producto 11,199.9,Before,288
4905,2022-07-18,Producto 9,3005.26,Before,288
4906,2022-07-18,Producto 10,800.44,Before,288
4907,2022-07-18,Producto 14,1878.99,Before,288
4908,2022-07-18,Producto 5,2317.55,Before,288
4909,2022-07-18,Producto 4,259.87,Before,288
4910,2022-07-18,Producto 3,69.72,Before,288
4911,2022-07-18,Producto 17,605.56,Before,288
4912,2022-07-19,Producto 7,941.43,Before,289
4913,2022-07-19,Producto 12,1.75,Before,289
4914,2022-07-19,Producto 1,115.92,Before,289
4915,2022-07-19,Producto 18,9.99,Before,289
4916,2022-07-19,Producto 16,9.99,Before,289
4917,2022-07-19,Producto 11,79.96,Before,289
4918,2022-07-19,Producto 9,2968.07,Before,289
4919,2022-07-19,Producto 23,1449.22,Before,289
4920,2022-07-19,Producto 14,2189.62,Before,289
4921,2022-07-19,Producto 5,2580.63,Before,289
4922,2022-07-19,Producto 10,781.45,Before,289
4923,2022-07-19,Producto 2,183.87,Before,289
4924,2022-07-19,Producto 17,676.54,Before,289
4925,2022-07-19,Producto 6,3081.83,Before,289
4926,2022-07-19,Producto 3,47.31,Before,289
4927,2022-07-19,Producto 4,119.94,Before,289
4928,2022-07-20,Producto 5,2032.77,Before,290
4929,2022-07-20,Producto 14,2342.79,Before,290
4930,2022-07-20,Producto 17,454.73,Before,290
4931,2022-07-20,Producto 10,314.81,Before,290
4932,2022-07-20,Producto 6,3321.55,Before,290
4933,2022-07-20,Producto 11,39.98,Before,290
4934,2022-07-20,Producto 3,64.74,Before,290
4935,2022-07-20,Producto 7,1308.71,Before,290
4936,2022-07-20,Producto 16,19.98,Before,290
4937,2022-07-20,Producto 22,4.98,Before,290
4938,2022-07-20,Producto 1,135.92,Before,290
4939,2022-07-20,Producto 23,1033.96,Before,290
4940,2022-07-20,Producto 9,2555.44,Before,290
4941,2022-07-20,Producto 18,77.92,Before,290
4942,2022-07-20,Producto 2,213.83,Before,290
4943,2022-07-20,Producto 4,299.85,Before,290
4944,2022-07-20,Producto 19,15.99,Before,290
4945,2022-07-21,Producto 2,267.91,Before,291
4946,2022-07-21,Producto 4,239.88,Before,291
4947,2022-07-21,Producto 14,2619.57,Before,291
4948,2022-07-21,Producto 3,59.76,Before,291
4949,2022-07-21,Producto 6,3705.78,Before,291
4950,2022-07-21,Producto 7,1724.95,Before,291
4951,2022-07-21,Producto 23,1380.41,Before,291
4952,2022-07-21,Producto 16,23.31,Before,291
4953,2022-07-21,Producto 11,219.89,Before,291
4954,2022-07-21,Producto 22,4.98,Before,291
4955,2022-07-21,Producto 18,39.96,Before,291
4956,2022-07-21,Producto 10,618.63,Before,291
4957,2022-07-21,Producto 5,2666.38,Before,291
4958,2022-07-21,Producto 9,3072.34,Before,291
4959,2022-07-21,Producto 17,581.65,Before,291
4960,2022-07-21,Producto 1,84.95,Before,291
4961,2022-07-22,Producto 18,19.98,Before,292
4962,2022-07-22,Producto 17,1465.12,Before,292
4963,2022-07-22,Producto 4,759.62,Before,292
4964,2022-07-22,Producto 11,119.94,Before,292
4965,2022-07-22,Producto 2,282.0,Before,292
4966,2022-07-22,Producto 12,1.75,Before,292
4967,2022-07-22,Producto 6,5922.6,Before,292
4968,2022-07-22,Producto 23,2099.85,Before,292
4969,2022-07-22,Producto 7,2446.54,Before,292
4970,2022-07-22,Producto 22,2.49,Before,292
4971,2022-07-22,Producto 9,5011.17,Before,292
4972,2022-07-22,Producto 1,152.91,Before,292
4973,2022-07-22,Producto 14,3814.35,Before,292
4974,2022-07-22,Producto 3,47.31,Before,292
4975,2022-07-22,Producto 5,4394.14,Before,292
4976,2022-07-22,Producto 10,799.52,Before,292
4977,2022-07-23,Producto 14,3545.05,Before,293
4978,2022-07-23,Producto 18,48.45,Before,293
4979,2022-07-23,Producto 17,1473.11,Before,293
4980,2022-07-23,Producto 4,599.7,Before,293
4981,2022-07-23,Producto 6,6073.91,Before,293
4982,2022-07-23,Producto 16,19.48,Before,293
4983,2022-07-23,Producto 19,15.99,Before,293
4984,2022-07-23,Producto 10,1042.38,Before,293
4985,2022-07-23,Producto 1,390.77,Before,293
4986,2022-07-23,Producto 11,319.84,Before,293
4987,2022-07-23,Producto 2,253.45,Before,293
4988,2022-07-23,Producto 3,77.19,Before,293
4989,2022-07-23,Producto 23,2250.0,Before,293
4990,2022-07-23,Producto 7,2782.32,Before,293
4991,2022-07-23,Producto 5,4790.68,Before,293
4992,2022-07-23,Producto 9,5252.2,Before,293
4993,2022-07-24,Producto 23,1761.89,Before,294
4994,2022-07-24,Producto 11,219.89,Before,294
4995,2022-07-24,Producto 4,439.78,Before,294
4996,2022-07-24,Producto 1,254.85,Before,294
4997,2022-07-24,Producto 14,3050.18,Before,294
4998,2022-07-24,Producto 16,19.98,Before,294
4999,2022-07-24,Producto 9,3620.2,Before,294
5000,2022-07-24,Producto 19,46.97,Before,294
5001,2022-07-24,Producto 7,1479.6,Before,294
5002,2022-07-24,Producto 17,929.44,Before,294
5003,2022-07-24,Producto 2,239.03,Before,294
5004,2022-07-24,Producto 10,709.58,Before,294
5005,2022-07-24,Producto 3,67.23,Before,294
5006,2022-07-24,Producto 5,3306.88,Before,294
5007,2022-07-24,Producto 6,4554.89,Before,294
5008,2022-07-24,Producto 18,37.96,Before,294
5009,2022-07-25,Producto 14,2265.62,Before,295
5010,2022-07-25,Producto 1,118.93,Before,295
5011,2022-07-25,Producto 4,159.92,Before,295
5012,2022-07-25,Producto 18,27.97,Before,295
5013,2022-07-25,Producto 9,1961.0,Before,295
5014,2022-07-25,Producto 7,1114.83,Before,295
5015,2022-07-25,Producto 6,2931.54,Before,295
5016,2022-07-25,Producto 11,139.93,Before,295
5017,2022-07-25,Producto 3,54.78,Before,295
5018,2022-07-25,Producto 16,9.99,Before,295
5019,2022-07-25,Producto 17,607.63,Before,295
5020,2022-07-25,Producto 12,9.99,Before,295
5021,2022-07-25,Producto 10,519.69,Before,295
5022,2022-07-25,Producto 23,1108.2,Before,295
5023,2022-07-25,Producto 2,150.26,Before,295
5024,2022-07-25,Producto 5,2066.34,Before,295
5025,2022-07-26,Producto 18,57.94,Before,296
5026,2022-07-26,Producto 3,44.82,Before,296
5027,2022-07-26,Producto 14,2369.64,Before,296
5028,2022-07-26,Producto 1,152.91,Before,296
5029,2022-07-26,Producto 23,991.58,Before,296
5030,2022-07-26,Producto 9,1933.03,Before,296
5031,2022-07-26,Producto 2,160.27,Before,296
5032,2022-07-26,Producto 7,992.9,Before,296
5033,2022-07-26,Producto 11,119.94,Before,296
5034,2022-07-26,Producto 10,336.8,Before,296
5035,2022-07-26,Producto 4,319.84,Before,296
5036,2022-07-26,Producto 6,3268.44,Before,296
5037,2022-07-26,Producto 12,3.67,Before,296
5038,2022-07-26,Producto 5,1939.02,Before,296
5039,2022-07-26,Producto 17,574.65,Before,296
5040,2022-07-27,Producto 2,166.51,Before,297
5041,2022-07-27,Producto 14,2166.82,Before,297
5042,2022-07-27,Producto 17,612.61,Before,297
5043,2022-07-27,Producto 11,79.96,Before,297
5044,2022-07-27,Producto 1,89.94,Before,297
5045,2022-07-27,Producto 7,1492.6,Before,297
5046,2022-07-27,Producto 9,2535.61,Before,297
5047,2022-07-27,Producto 16,9.99,Before,297
5048,2022-07-27,Producto 4,179.91,Before,297
5049,2022-07-27,Producto 10,659.56,Before,297
5050,2022-07-27,Producto 12,9.99,Before,297
5051,2022-07-27,Producto 3,64.74,Before,297
5052,2022-07-27,Producto 6,3676.29,Before,297
5053,2022-07-27,Producto 23,1118.61,Before,297
5054,2022-07-27,Producto 5,1702.12,Before,297
5055,2022-07-27,Producto 18,28.97,Before,297
5056,2022-07-28,Producto 9,3092.67,Before,298
5057,2022-07-28,Producto 14,2391.67,Before,298
5058,2022-07-28,Producto 5,2646.82,Before,298
5059,2022-07-28,Producto 18,27.97,Before,298
5060,2022-07-28,Producto 10,563.63,Before,298
5061,2022-07-28,Producto 17,739.52,Before,298
5062,2022-07-28,Producto 2,144.09,Before,298
5063,2022-07-28,Producto 7,1285.24,Before,298
5064,2022-07-28,Producto 23,1524.62,Before,298
5065,2022-07-28,Producto 6,3826.9,Before,298
5066,2022-07-28,Producto 4,399.8,Before,298
5067,2022-07-28,Producto 3,47.31,Before,298
5068,2022-07-28,Producto 1,134.91,Before,298
5069,2022-07-28,Producto 12,1.75,Before,298
5070,2022-07-28,Producto 11,179.91,Before,298
5071,2022-07-29,Producto 3,69.72,Before,299
5072,2022-07-29,Producto 6,5842.93,Before,299
5073,2022-07-29,Producto 14,3736.72,Before,299
5074,2022-07-29,Producto 22,2.49,Before,299
5075,2022-07-29,Producto 18,48.95,Before,299
5076,2022-07-29,Producto 1,254.83,Before,299
5077,2022-07-29,Producto 5,4216.43,Before,299
5078,2022-07-29,Producto 11,199.9,Before,299
5079,2022-07-29,Producto 10,949.37,Before,299
5080,2022-07-29,Producto 23,2154.12,Before,299
5081,2022-07-29,Producto 17,1348.33,Before,299
5082,2022-07-29,Producto 7,2507.0,Before,299
5083,2022-07-29,Producto 2,255.06,Before,299
5084,2022-07-29,Producto 9,4556.93,Before,299
5085,2022-07-29,Producto 4,579.71,Before,299
5086,2022-07-29,Producto 12,9.99,Before,299
5087,2022-07-30,Producto 2,230.99,Before,300
5088,2022-07-30,Producto 7,2254.16,Before,300
5089,2022-07-30,Producto 23,2494.97,Before,300
5090,2022-07-30,Producto 1,314.79,Before,300
5091,2022-07-30,Producto 5,5380.79,Before,300
5092,2022-07-30,Producto 11,199.9,Before,300
5093,2022-07-30,Producto 19,45.97,Before,300
5094,2022-07-30,Producto 17,1342.13,Before,300
5095,2022-07-30,Producto 12,3.5,Before,300
5096,2022-07-30,Producto 3,102.09,Before,300
5097,2022-07-30,Producto 18,101.57,Before,300
5098,2022-07-30,Producto 4,539.73,Before,300
5099,2022-07-30,Producto 6,6148.45,Before,300
5100,2022-07-30,Producto 9,5650.07,Before,300
5101,2022-07-30,Producto 14,4274.8,Before,300
5102,2022-07-30,Producto 10,1271.16,Before,300
5103,2022-07-31,Producto 12,1.75,Before,301
5104,2022-07-31,Producto 2,207.31,Before,301
5105,2022-07-31,Producto 18,48.62,Before,301
5106,2022-07-31,Producto 4,379.81,Before,301
5107,2022-07-31,Producto 6,4719.98,Before,301
5108,2022-07-31,Producto 14,3115.74,Before,301
5109,2022-07-31,Producto 10,798.47,Before,301
5110,2022-07-31,Producto 16,9.99,Before,301
5111,2022-07-31,Producto 9,3357.72,Before,301
5112,2022-07-31,Producto 3,49.8,Before,301
5113,2022-07-31,Producto 11,119.94,Before,301
5114,2022-07-31,Producto 7,1565.06,Before,301
5115,2022-07-31,Producto 17,949.39,Before,301
5116,2022-07-31,Producto 23,1906.55,Before,301
5117,2022-07-31,Producto 1,164.89,Before,301
5118,2022-07-31,Producto 5,3276.73,Before,301
5119,2022-01-08,Producto 14,1897.83,Before,302
5120,2022-01-08,Producto 18,18.98,Before,302
5121,2022-01-08,Producto 10,394.74,Before,302
5122,2022-01-08,Producto 5,1709.51,Before,302
5123,2022-01-08,Producto 23,1115.04,Before,302
5124,2022-01-08,Producto 6,2706.03,Before,302
5125,2022-01-08,Producto 9,2376.72,Before,302
5126,2022-01-08,Producto 16,9.99,Before,302
5127,2022-01-08,Producto 7,1159.81,Before,302
5128,2022-01-08,Producto 1,134.91,Before,302
5129,2022-01-08,Producto 12,9.99,Before,302
5130,2022-01-08,Producto 3,49.8,Before,302
5131,2022-01-08,Producto 11,179.91,Before,302
5132,2022-01-08,Producto 4,199.9,Before,302
5133,2022-01-08,Producto 2,146.47,Before,302
5134,2022-01-08,Producto 17,340.78,Before,302
5135,2022-02-08,Producto 23,1202.59,Before,303
5136,2022-02-08,Producto 9,2034.73,Before,303
5137,2022-02-08,Producto 5,1936.26,Before,303
5138,2022-02-08,Producto 1,134.91,Before,303
5139,2022-02-08,Producto 2,207.11,Before,303
5140,2022-02-08,Producto 19,14.99,Before,303
5141,2022-02-08,Producto 11,119.94,Before,303
5142,2022-02-08,Producto 4,359.82,Before,303
5143,2022-02-08,Producto 12,9.99,Before,303
5144,2022-02-08,Producto 6,2952.46,Before,303
5145,2022-02-08,Producto 18,37.96,Before,303
5146,2022-02-08,Producto 17,529.66,Before,303
5147,2022-02-08,Producto 14,2133.41,Before,303
5148,2022-02-08,Producto 10,516.66,Before,303
5149,2022-02-08,Producto 7,761.55,Before,303
5150,2022-02-08,Producto 3,47.31,Before,303
5151,2022-03-08,Producto 22,2.49,Before,304
5152,2022-03-08,Producto 6,2952.29,Before,304
5153,2022-03-08,Producto 17,758.52,Before,304
5154,2022-03-08,Producto 9,2914.18,Before,304
5155,2022-03-08,Producto 2,173.21,Before,304
5156,2022-03-08,Producto 23,1218.26,Before,304
5157,2022-03-08,Producto 14,1855.53,Before,304
5158,2022-03-08,Producto 18,41.63,Before,304
5159,2022-03-08,Producto 1,191.88,Before,304
5160,2022-03-08,Producto 4,319.84,Before,304
5161,2022-03-08,Producto 12,1.75,Before,304
5162,2022-03-08,Producto 5,2586.58,Before,304
5163,2022-03-08,Producto 11,99.95,Before,304
5164,2022-03-08,Producto 7,1037.38,Before,304
5165,2022-03-08,Producto 3,52.29,Before,304
5166,2022-03-08,Producto 10,610.6,Before,304
5167,2022-04-08,Producto 6,3616.12,Before,305
5168,2022-04-08,Producto 5,3020.88,Before,305
5169,2022-04-08,Producto 2,126.34,Before,305
5170,2022-04-08,Producto 19,14.99,Before,305
5171,2022-04-08,Producto 14,2358.71,Before,305
5172,2022-04-08,Producto 23,1332.62,Before,305
5173,2022-04-08,Producto 10,637.59,Before,305
5174,2022-04-08,Producto 4,219.89,Before,305
5175,2022-04-08,Producto 7,1386.66,Before,305
5176,2022-04-08,Producto 3,39.84,Before,305
5177,2022-04-08,Producto 11,139.93,Before,305
5178,2022-04-08,Producto 16,10.99,Before,305
5179,2022-04-08,Producto 1,229.86,Before,305
5180,2022-04-08,Producto 17,709.56,Before,305
5181,2022-04-08,Producto 18,27.97,Before,305
5182,2022-04-08,Producto 9,2600.99,Before,305
5183,2022-05-08,Producto 17,779.52,Before,306
5184,2022-05-08,Producto 18,48.95,Before,306
5185,2022-05-08,Producto 9,5440.66,Before,306
5186,2022-05-08,Producto 12,9.99,Before,306
5187,2022-05-08,Producto 6,5268.63,Before,306
5188,2022-05-08,Producto 5,4844.56,Before,306
5189,2022-05-08,Producto 7,1917.84,Before,306
5190,2022-05-08,Producto 3,109.56,Before,306
5191,2022-05-08,Producto 2,165.72,Before,306
5192,2022-05-08,Producto 22,2.49,Before,306
5193,2022-05-08,Producto 10,1227.21,Before,306
5194,2022-05-08,Producto 14,3461.53,Before,306
5195,2022-05-08,Producto 23,2377.4,Before,306
5196,2022-05-08,Producto 4,399.8,Before,306
5197,2022-05-08,Producto 1,427.72,Before,306
5198,2022-05-08,Producto 11,219.89,Before,306
5199,2022-06-08,Producto 23,2562.08,Before,307
5200,2022-06-08,Producto 10,1224.22,Before,307
5201,2022-06-08,Producto 5,5304.32,Before,307
5202,2022-06-08,Producto 14,4032.38,Before,307
5203,2022-06-08,Producto 4,539.73,Before,307
5204,2022-06-08,Producto 6,6423.08,Before,307
5205,2022-06-08,Producto 9,5648.93,Before,307
5206,2022-06-08,Producto 12,1.75,Before,307
5207,2022-06-08,Producto 11,239.88,Before,307
5208,2022-06-08,Producto 17,1380.13,Before,307
5209,2022-06-08,Producto 3,97.11,Before,307
5210,2022-06-08,Producto 7,2090.25,Before,307
5211,2022-06-08,Producto 2,168.71,Before,307
5212,2022-06-08,Producto 18,71.6,Before,307
5213,2022-06-08,Producto 1,422.73,Before,307
5214,2022-07-08,Producto 22,2.49,Before,308
5215,2022-07-08,Producto 1,331.8,Before,308
5216,2022-07-08,Producto 7,1546.08,Before,308
5217,2022-07-08,Producto 17,780.51,Before,308
5218,2022-07-08,Producto 4,579.71,Before,308
5219,2022-07-08,Producto 3,54.78,Before,308
5220,2022-07-08,Producto 14,3012.3,Before,308
5221,2022-07-08,Producto 9,3753.49,Before,308
5222,2022-07-08,Producto 10,860.45,Before,308
5223,2022-07-08,Producto 5,3972.11,Before,308
5224,2022-07-08,Producto 11,119.94,Before,308
5225,2022-07-08,Producto 6,4864.59,Before,308
5226,2022-07-08,Producto 23,2042.62,Before,308
5227,2022-07-08,Producto 2,159.72,Before,308
5228,2022-07-08,Producto 16,9.99,Before,308
5229,2022-07-08,Producto 18,29.97,Before,308
5230,2022-08-08,Producto 7,1079.85,Before,309
5231,2022-08-08,Producto 14,2128.08,Before,309
5232,2022-08-08,Producto 23,1087.87,Before,309
5233,2022-08-08,Producto 1,280.83,Before,309
5234,2022-08-08,Producto 6,2508.58,Before,309
5235,2022-08-08,Producto 18,38.96,Before,309
5236,2022-08-08,Producto 10,529.67,Before,309
5237,2022-08-08,Producto 22,4.98,Before,309
5238,2022-08-08,Producto 5,2511.41,Before,309
5239,2022-08-08,Producto 2,185.99,Before,309
5240,2022-08-08,Producto 11,179.91,Before,309
5241,2022-08-08,Producto 9,2652.17,Before,309
5242,2022-08-08,Producto 17,524.67,Before,309
5243,2022-08-08,Producto 3,79.68,Before,309
5244,2022-08-08,Producto 4,279.86,Before,309
5245,2022-09-08,Producto 7,572.66,Before,310
5246,2022-09-08,Producto 23,1131.69,Before,310
5247,2022-09-08,Producto 14,1831.44,Before,310
5248,2022-09-08,Producto 3,39.84,Before,310
5249,2022-09-08,Producto 9,2333.14,Before,310
5250,2022-09-08,Producto 5,2475.43,Before,310
5251,2022-09-08,Producto 2,219.03,Before,310
5252,2022-09-08,Producto 1,238.85,Before,310
5253,2022-09-08,Producto 10,658.59,Before,310
5254,2022-09-08,Producto 4,399.8,Before,310
5255,2022-09-08,Producto 17,551.66,Before,310
5256,2022-09-08,Producto 20,10.49,Before,310
5257,2022-09-08,Producto 6,2621.76,Before,310
5258,2022-09-08,Producto 18,22.98,Before,310
5259,2022-09-08,Producto 12,1.75,Before,310
5260,2022-09-08,Producto 11,39.98,Before,310
5261,2022-10-08,Producto 5,1952.83,Before,311
5262,2022-10-08,Producto 1,67.96,Before,311
5263,2022-10-08,Producto 10,406.76,Before,311
5264,2022-10-08,Producto 7,945.93,Before,311
5265,2022-10-08,Producto 3,84.66,Before,311
5266,2022-10-08,Producto 14,2121.15,Before,311
5267,2022-10-08,Producto 18,29.97,Before,311
5268,2022-10-08,Producto 23,1229.73,Before,311
5269,2022-10-08,Producto 11,159.92,Before,311
5270,2022-10-08,Producto 2,182.82,Before,311
5271,2022-10-08,Producto 17,414.75,Before,311
5272,2022-10-08,Producto 6,2733.4,Before,311
5273,2022-10-08,Producto 4,319.84,Before,311
5274,2022-10-08,Producto 9,2561.66,Before,311
5275,2022-10-08,Producto 19,31.98,Before,311
5276,2022-11-08,Producto 1,203.88,Before,312
5277,2022-11-08,Producto 18,35.97,Before,312
5278,2022-11-08,Producto 10,729.57,Before,312
5279,2022-11-08,Producto 2,186.38,Before,312
5280,2022-11-08,Producto 3,57.27,Before,312
5281,2022-11-08,Producto 9,3161.59,Before,312
5282,2022-11-08,Producto 11,279.86,Before,312
5283,2022-11-08,Producto 4,459.77,Before,312
5284,2022-11-08,Producto 23,1314.01,Before,312
5285,2022-11-08,Producto 5,2813.21,Before,312
5286,2022-11-08,Producto 6,3232.79,Before,312
5287,2022-11-08,Producto 14,2267.87,Before,312
5288,2022-11-08,Producto 7,1220.77,Before,312
5289,2022-11-08,Producto 17,643.61,Before,312
5290,2022-11-08,Producto 16,3.33,Before,312
5291,2022-12-08,Producto 16,9.99,Before,313
5292,2022-12-08,Producto 12,9.99,Before,313
5293,2022-12-08,Producto 11,259.87,Before,313
5294,2022-12-08,Producto 5,4418.94,Before,313
5295,2022-12-08,Producto 18,25.98,Before,313
5296,2022-12-08,Producto 10,688.59,Before,313
5297,2022-12-08,Producto 4,579.71,Before,313
5298,2022-12-08,Producto 14,3092.29,Before,313
5299,2022-12-08,Producto 3,99.6,Before,313
5300,2022-12-08,Producto 9,5225.06,Before,313
5301,2022-12-08,Producto 2,209.13,Before,313
5302,2022-12-08,Producto 17,1001.39,Before,313
5303,2022-12-08,Producto 6,5642.32,Before,313
5304,2022-12-08,Producto 23,2210.91,Before,313
5305,2022-12-08,Producto 7,1826.01,Before,313
5306,2022-12-08,Producto 1,288.83,Before,313
5307,2022-08-13,Producto 5,5190.29,Before,314
5308,2022-08-13,Producto 1,356.79,Before,314
5309,2022-08-13,Producto 3,84.66,Before,314
5310,2022-08-13,Producto 6,6136.29,Before,314
5311,2022-08-13,Producto 16,19.98,Before,314
5312,2022-08-13,Producto 17,1124.31,Before,314
5313,2022-08-13,Producto 18,20.98,Before,314
5314,2022-08-13,Producto 4,859.57,Before,314
5315,2022-08-13,Producto 7,2429.56,Before,314
5316,2022-08-13,Producto 14,4108.19,Before,314
5317,2022-08-13,Producto 23,2193.93,Before,314
5318,2022-08-13,Producto 9,5523.1,Before,314
5319,2022-08-13,Producto 11,119.94,Before,314
5320,2022-08-13,Producto 10,1430.15,Before,314
5321,2022-08-13,Producto 2,271.1,Before,314
5322,2022-08-14,Producto 4,539.73,Before,315
5323,2022-08-14,Producto 16,9.49,Before,315
5324,2022-08-14,Producto 9,3082.95,Before,315
5325,2022-08-14,Producto 2,194.82,Before,315
5326,2022-08-14,Producto 18,14.29,Before,315
5327,2022-08-14,Producto 6,4348.98,Before,315
5328,2022-08-14,Producto 3,72.21,Before,315
5329,2022-08-14,Producto 7,1223.27,Before,315
5330,2022-08-14,Producto 5,3483.32,Before,315
5331,2022-08-14,Producto 23,1944.84,Before,315
5332,2022-08-14,Producto 11,139.93,Before,315
5333,2022-08-14,Producto 1,152.91,Before,315
5334,2022-08-14,Producto 22,4.98,Before,315
